"year","month","day","country","title","text","hazard_category","product_category","hazard","product"
"2002","11","12","us","Dreamy Dairy—Organic Whole Milk","Recall Notice: 2002/6784 Date published 12 Nov 2002 Product description Use by date 15 Dec 2002. 1 gallon plastic jug. Distributed through local grocery stores in California. What are the defects? Possible spoilage leading to sour taste and curdling. What are the hazards? Contamination. What should consumers do? Do not consume. Return the product to the store for a full refund. For more information, call Customer Service at 1-800-555-1234. Supplier Dreamy Dairy Co. Where the product was sold California Coordinating agency US Food and Drug Administration is the coordinating agency for this recall. Product category Dairy × Close","organoleptic aspects","meat, egg and dairy products","sour taste","organic whole milk"
"2023","10","15","au","MasterFoods—Cheddar Cheese Blocks","PRA No. 2023/8972 Date published 15 Oct 2023 Product description 250g blocks, Use By date 12 November 2023, Barcode: 9300675004128. What are the defects? Unusual odor reported in some batches. What are the hazards? Potential spoilage. What should consumers do? Do not consume the product and return it to the place of purchase for a full refund. Supplier MasterFoods Where the product was sold Queensland, South Australia Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Dairy × Close","organoleptic aspects","meat, egg and dairy products","unusual odor","cheddar cheese"
"2023","10","5","us","Green Pastures Dairy—Whole Milk","PRA No. 2023/1005 Date published 5 Oct 2023 Product description Brand names: Green Pastures Whole Milk. 1 gallon plastic jugs. Best before date: 15 Oct 23 and 16 Oct 23. What are the defects? Unusual taste and smell reported by customers. What should consumers do? Return to place of purchase for a full refund or exchange. Supplier Green Pastures Dairy Where the product was sold Texas Coordinating agency US Food and Drug Administration is the coordinating agency for this recall. Product category Dairy products × Close","organoleptic aspects","meat, egg and dairy products","unusual taste and smell","milk"
"2016","5","12","us","Recall of Dairyland Cheese Products Due to Possible Spoilage","WASHINGTON, May 12, 2016 – Dairyland Inc., a Wisconsin-based company, is recalling approximately 15,000 pounds of various cheese products due to potential spoilage issues, the U.S. Department of Agriculture’s Food Safety and Inspection Service (FSIS) announced today.\n\nThe cheese products were produced between April 1, 2016, and May 10, 2016. The following products are subject to recall: [View Labels(PDF Only)]\n\n8 oz. packages of Dairyland “Sharp Cheddar Cheese” bearing the plant number P-1234, the line number RS05, and Product UPC 0 12345 67890 1, with “Best By” dates of 06 JUN 2016 through 12 JUL 2016.\n\n16 oz. packages of Dairyland “Mild Cheddar Cheese” bearing the plant number P-1234, the line number RS05, and Product UPC 0 12345 67891 8, with “Best By” dates of 07 JUN 2016 through 15 JUL 2016.\n\nThe products subject to recall bear the establishment number “P-1234” inside the USDA mark of inspection, as well as the line number “RS05”. These items were shipped nationwide and exported to Canada and Mexico.\n\nThe problem was discovered by the establishment during routine quality control checks. \n\nFSIS has not received any confirmed reports of adverse reactions related to the consumption of these products. However, consumers who have purchased these products are urged not to consume them. These products should be thrown away or returned to the place of purchase.\n\nConsumers with questions about the recall can contact Dairyland Customer Service at (800) 555-1234. Media with questions about the recall can contact Sarah Johnson, Public Relations, at (800) 555-4321.\n\nConsumers with food safety questions can Ask Karen, the FSIS virtual representative available 24 hours a day at AskKaren.gov or via smartphone at m.askkaren.gov. The toll-free USDA Meat and Poultry Hotline 1-888-MPHotline (1-888-674-6854) is available in English and Spanish and can be reached from 10 a.m. to 4 p.m. (Eastern Time) Monday through Friday. Recorded food safety messages are available 24 hours a day. The online Electronic Consumer Complaint Monitoring System can be accessed 24 hours a day at: http://www.fsis.usda.gov/reportproblem.","organoleptic aspects","meat, egg and dairy products","spoilage","cheese products"
"2020","11","5","us","Danone brand Yogurt recalled due to unusual taste","Notification - Danone brand Yogurt recalled due to unusual taste Recall / advisory date: November 5, 2020 Reason for recall / advisory: Sensory issue Hazard classification: Class 3 Company / Firm: Danone North America Distribution: Nationwide Extent of the distribution: Retail Reference number: 13782 Contents Affected products More information Media enquiries Affected products Brand Name Common Name Size Code(s) on Product UPC Danone Yogurt, Vanilla 6 oz 2020 NOV 01 to 2020 NOV 05 0 12345 67890 More information For more information, consumers and industry can contact the FDA by visiting their website. Media enquiries FDA Media Relations 301-796-4540 Date modified: 2020-11-05","organoleptic aspects","meat, egg and dairy products","unusual taste","yogurt"
"2022","5","12","us","Green Meadows Dairy recalls Fresh Goat Cheese due to potential spoilage","Green Meadows Dairy has issued a voluntary recall of its Fresh Goat Cheese due to potential spoilage issues. The product may exhibit an off-taste and odor, which could indicate spoilage. Product details Fresh Goat Cheese Pack size 8 oz Best before May 20, 2022 Risk statement The product may have an off-taste and odor, indicating potential spoilage. Action taken by the company Green Meadows Dairy is recalling the affected product. Point of sale notices will be displayed in all retail stores that are selling this product. These notices explain to customers why the product is being recalled and tell them what to do if they have bought the product. Please see the attached notice. Customer notice: Fresh Goat Cheese Our advice to consumers If you have bought any of the above product do not consume it. Instead, return it to the store from where it was bought for a full refund. Alternatively contact Green Meadows Dairy customer service at 1-800-555-1234. About product recalls and withdrawals If there is a problem with a food product that means it should not be sold, then it might be 'withdrawn' (taken off the shelves) or 'recalled' (when customers are asked to return the product). The FSA issues Product Withdrawal Information Notices and Product Recall Information Notices to let consumers and local authorities know about problems associated with food. In some cases, a 'Food Alert for Action' is issued. This provides local authorities with details of specific action to be taken on behalf of consumers. Ref: FSA-PRIN-22-2022 Subscribe to news and alerts","organoleptic aspects","meat, egg and dairy products","off-taste and odor","goat cheese"
"2014","7","20","it","Withdrawal of 1.5L bottles of Acqua Pura due to unusual taste","Withdrawal of 1.5L bottles of Acqua Pura due to unusual taste Monday 20 July 2014 Category D: For information only Ref: 20/2014 Acqua Pura S.p.A. is conducting a withdrawal of its 1.5L bottles of Acqua Pura still mineral water. This product is bottled at the company's facility in Florence, Italy, and is mainly distributed within Italy. Some consumers have reported an unusual taste in the water, which has been described as 'metallic' or 'bitter'. Investigations by the company and external laboratories have not found any microbiological or chemical contamination that poses a health risk. The issue is suspected to be related to a packaging defect. The company has initiated a withdrawal of the affected batches through their distribution network. Affected products have the following 'Best before' dates: September 2015 (all batch codes) October 2015 (all batch codes) November 2015 (but only batch codes starting with 0015, 0025, 0035) Codes can be found on the bottom of the bottles. No other date or batch codes of the 1.5L bottles are being withdrawn. No other Acqua Pura products or bottle sizes are affected.","organoleptic aspects","non-alcoholic beverages","unusual taste","water for human consumption"
"2017","8","12","fr","Recall of Eau Claire 500ml bottles due to off-odor","Recall of Eau Claire 500ml bottles due to off-odor Saturday 12 August 2017 Category D: For information only Ref: 25/2017 Eau Claire S.A. is recalling its 500ml bottles of Eau Claire natural spring water due to reports of an off-odor. The product is bottled in Lyon, France, and distributed nationally. Consumers have described the odor as 'musty' or 'earthy'. There is no evidence of any health risk, and laboratory tests have shown no microbiological or chemical issues. The company suspects a packaging defect and has changed suppliers for the bottle caps. Affected batches are being recalled from retail outlets. The 'Best before' dates for the affected bottles are: January 2018 (all batch codes) February 2018 (all batch codes) March 2018 (but only batch codes starting with 0048, 0058, 0068) Codes can be found on the neck of the bottles. No other date or batch codes of the 500ml bottles are being recalled. No other Eau Claire products or bottle sizes are affected.","organoleptic aspects","non-alcoholic beverages","off-odor","water for human consumption"
"2023","10","15","us","Certain bottled iced tea products are being recalled due to an unusual flavor and odor","Notice This archive of previously issued food recalls and allergy alerts is provided for reference and research purposes. Users should note that the products listed in the archive have been subject to removal from the marketplace or appropriate corrective action. Food recalls or allergy alerts are not an indication of the food safety status of products produced at a later date. Notification - Certain bottled iced tea products are being recalled due to an unusual flavor and odor. Recall / advisory date: October 15, 2023. Reason for recall / advisory: Organoleptic - Unusual flavor and odor. Hazard classification: Class 3. Company / Firm: Sunshine Beverages Inc. Distribution: National. Extent of the distribution: Retail. Reference number: 8934. Contents. Affected products. More information. Media enquiries. Affected products. Brand Name. Common Name. Size. Code(s) on Product. UPC. Reason for Recall. Sunshine Iced Tea - PEACH. 500 mL. 0319TL1. 0 12345 67890. Organoleptic - Unusual flavor and odor. Sunshine Iced Tea - LEMON. 500 mL. 0320TL1. 0 12345 67891. Organoleptic - Unusual flavor and odor. More information. For more information, consumers and industry can contact the FDA by filling out the online feedback form. Media enquiries. FDA Media Relations. 1-888-SAFEFOOD. Date modified: 2023-10-15","organoleptic aspects","non-alcoholic beverages","unusual flavor","iced tea"
"2023","10","15","us","Coca-Cola recalls Minute Maid Orange Juice due to reports of unusual taste and smell","Coca-Cola has initiated a recall of its Minute Maid Orange Juice as a precautionary measure following complaints of unusual taste and smell. The company has conducted an investigation and determined that the issue is related to quality and does not pose a health risk.\nProduct: Minute Maid Orange Juice\nPack size: 1.75 Litre\nBest Before: End of December 2023\nBatch codes: L39452\nNo other Coca-Cola products are affected.\nIf you have purchased the above product, do not consume it. Instead, return it to the store where it was bought for a full refund.\nCoca-Cola has recalled the product, and point of sale notices will be displayed in all retail stores. This notice will inform customers about the recall and provide instructions on what to do if they have bought the product.\nFor more information, please see the attached notice.\nIf there is an issue with a food product that means it should not be sold, it might be 'withdrawn' (taken off the shelves) or 'recalled' (when customers are asked to return the product).","organoleptic aspects","non-alcoholic beverages","strange taste / odor","orange juice"
"2023","9","14","uk","Withdrawal of Fresh Orange Juice Due to Unusual Flavor","Withdrawal of Fresh Orange Juice Due to Unusual Flavor Wednesday, 14 September 2023 Summary Category 2: For Information Alert Notification: 2023.13 Product: Fresh Orange Juice; pack size: 1.5 litres Batch Code: All batches and all ‘best-before’ dates Country Of Origin: United Kingdom Message: As a precautionary measure, several supermarkets are withdrawing their Fresh Orange Juice 1.5 litres bottles. This is due to an unusual flavor detected in some bottles. Consumers are advised to return the implicated products to the store for a full refund.\nWithdrawal of Fresh Orange Juice Due to Unusual Flavor Wednesday, 14 September 2023 Summary Category 2: For Information Alert Notification: 2023.13 Product: Fresh Orange Juice; pack size: 1.5 litres Batch Code: All batches and all ‘best-before’ dates Country Of Origin: United Kingdom Message: As a precautionary measure, several supermarkets are withdrawing their Fresh Orange Juice 1.5 litres bottles. This is due to an unusual flavor detected in some bottles. Consumers are advised to return the implicated products to the store for a full refund.","organoleptic aspects","non-alcoholic beverages","unusual flavor","orange juice"
"2014","8","15","ca","Maple Leaf Foods recalls chicken strips due to off-odor and taste","Maple Leaf Foods Inc. is recalling its Maple Leaf Prime Naturally Chicken Breast Strips due to consumer complaints of an off-odor and unpleasant taste. The issue is believed to be related to a packaging defect that may have allowed air to enter the packages, causing spoilage.\n\nProduct: Maple Leaf Prime Naturally Chicken Breast Strips, 680g, UPC 0 63100 34479 0, with best before dates up to and including September 29, 2014.\n\nConsumers are advised not to consume the recalled product. Retailers are removing the affected product from store shelves. Consumers who have purchased this product should return it to the place of purchase for a full refund.\n\nFor more information, consumers can contact Maple Leaf Foods at 1-800-268-3708 or visit their website at www.mapleleaf.com.\n\nThis recall is part of the Canadian Food Inspection Agency's ongoing efforts to ensure the safety of the food supply. The CFIA is verifying that industry is removing the recalled product from the marketplace.","organoleptic aspects","prepared dishes and snacks","off-odor","chicken strips"
"2023","3","15","us","Kraft Heinz Recalls TGI Fridays Spinach and Artichoke Cheesy Bread Bowl Dip","RECALL NOTICE: Kraft Heinz Recalls TGI Fridays Spinach and Artichoke Cheesy Bread Bowl Dip Due to Quality Issues From: Kraft Heinz Recall Date: March 15, 2023 Reason for Recall: Microbiological - Non harmful (Quality/Spoilage) Hazard Classification: Class 3 Company: Kraft Heinz Distribution: National Reference Number: 15234 Contents Affected Products Brand Name Common Name Size UPC Code(s) on Product TGI Fridays Spinach and Artichoke Cheesy Bread Bowl Dip 12 oz 0 71000 01830 8 All Best Before dates from 2023 OC 15 up to and including 2023 DE 30 Public Enquiries and Media Public enquiries Toll-free: 1-800-273-5884 Telephone: 1-847-646-5000 Email: consumer_relations@kraftheinz.com Media relations Telephone: 1-847-646-4538 Email: news@kraftheinzcompany.com Report a problem on this page Date modified: 2023-03-16","organoleptic aspects","soups, broths, sauces and condiments","quality issues","dip"
"2023","8","23","uk","Nature's Goodness Recalls Organic Tomato Paste Due to Off-Flavors","Nature's Goodness Ltd. is recalling its 140g Organic Tomato Paste (Batch No. 2345A) due to reports of off-flavors. The company has initiated this recall after receiving several consumer complaints regarding an unusual taste and odor. Although there have been no reports of illness, the company is taking this precautionary measure to ensure consumer safety. The affected product was distributed nationwide to various supermarkets and retail stores between June and August 2023. Consumers are advised not to use the product and return it to the point of purchase for a full refund. For further information, contact Nature's Goodness customer service at 0800-123-4567 or email info@naturesgoodness.co.uk.","organoleptic aspects","soups, broths, sauces and condiments","off-flavors","tomato paste"
"2015","3","12","au","Winehouse Ltd—Merlot Wine","PRA No. 2015/2345 Date published 12 Mar 2015 Product description 2014 Winehouse Ltd Merlot 750ml bottle. Identifying features Batch Code B3456. (Batch code can be found on the bottle neck.) What are the defects? A manufacturing defect in the bottle may cause it to break upon opening. What should consumers do? Consumers are advised to return the product to the place of purchase for a full refund. Do not attempt to open the bottle. For further information, contact Winehouse Ltd at 1800 123 456. Supplier Winehouse Ltd Where the product was sold New South Wales, Victoria, and Tasmania Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Drinks × Close","packaging defect","alcoholic beverages","packaging defect","wine"
"2019","7","22","us","Moonlight Brewery recalls IPA bottles due to potential breakage","Moonlight Brewery is recalling certain batches of its IPA beer due to a potential packaging defect that may cause the bottles to break during opening. Affected products include 12 oz. bottles with the following batch codes: IPA20190515 and IPA20190620. Consumers are advised not to open the bottles and to contact Moonlight Brewery for a full refund. The recall affects products sold in California, Oregon, and Washington. For more information, contact Moonlight Brewery at 1-800-555-1234 or email support@moonlightbrewery.com. The FSA has issued a Product Recall Information Notice to alert consumers and local authorities about the issue.","packaging defect","alcoholic beverages","faulty seal","beer"
"2016","7","15","usa","Woodbridge Sparkling Brut recalled due to potential bottle breakage","Woodbridge by Robert Mondavi is recalling its Sparkling Brut wine due to reports of bottles breaking unexpectedly. The FSA has issued a Product Recall Information Notice.\nProduct: Woodbridge Sparkling Brut Bottle size: 750ml Lot number: L6235, L6236 The product has been distributed nationwide through various retail outlets. Customers who have purchased the product are advised not to consume it and to dispose of it safely. For more information, contact Woodbridge at 1-888-966-3284 or via email at customer.service@woodbridgewines.com.\nIf there is a problem with a food product that means it should not be sold, then it might be \'withdrawn\' (taken off the shelves) or \'recalled\' (when customers are asked to return the product). The FSA issues Product Withdrawal Information Notices and Product Recall Information Notices to let consumers and local authorities know about problems associated with food. In some cases, a \'Food Alert for Action\' is issued. This provides local authorities with details of specific action to be taken on behalf of consumers. Subscribe to alerts Sign up to get the latest FSA alerts about product recalls and withdrawals, including Food Alerts for Actions. Subscribe to get alerts by email Follow us on Twitter @foodgov for alerts and other news RSS feed: stay up to date with alerts and other news","packaging defect","alcoholic beverages","shattered bottles","wine"
"2021","7","22","fr","La Parisienne Wine Recalled Due to Faulty Bottles","La Parisienne Wines has announced a recall of its 2019 vintage due to reports of bottle breakage. The affected products include:\nLa Parisienne Chardonnay 2019 750ml Batch code: LOT2019A\nLa Parisienne Merlot 2019 750ml Batch code: LOT2019B\nThe bottles may shatter upon opening, posing a risk of injury.\nThe recall affects all bottles sold between March 2021 and July 2021. Consumers are advised not to open or consume the product and to return it to the point of purchase for a full refund.\nFor further information, contact La Parisienne Wines at +33 1 23 45 67 89 or email support@laparisiennewines.fr.\nThe company regrets any inconvenience caused and assures customers that safety is their top priority.","packaging defect","alcoholic beverages","broken bottles","wine"
"2020","3","15","us","Silver Creek Brewing Co. recalls Porter and IPA due to leaking cans","Product Recall - Silver Creek Brewing Co. recalls Porter and IPA due to leaking cans Recall date: March 15, 2020 Reason for recall: Packaging Defect Hazard classification: Class 2 Company / Firm: Silver Creek Brewing Co. Distribution: California, Oregon, Washington Extent of the distribution: Retail Reference number: 98765 Contents Recall details Recalled products What you should do Background Illnesses More information Photos Media enquiries Recall details Sacramento, March 15, 2020 - Silver Creek Brewing Co. is recalling its Porter and IPA from the marketplace due to leaking cans. Consumers should not consume the recalled products described below. Recalled products Brand Name Common Name Size Code(s) on Product UPC Silver Creek Porter 12 oz All codes 8 98765 43210 9 Silver Creek IPA 12 oz All codes 8 98765 43211 6 What you should do Check to see if you have recalled products in your home. Recalled products should be discarded. Sign up for recall notifications by email, follow us on Twitter, or join the FDA community on Facebook. Background This recall was triggered by consumer complaints. The FDA is conducting a food safety investigation, which may lead to the recall of other products. If other high-risk products are recalled, the FDA will notify the public through updated Food Recall Warnings. The FDA is verifying that industry is removing recalled product from the marketplace. Illnesses There have been no reported injuries or illnesses associated with the consumption of these products. More information For more information, consumers and industry can contact the FDA by filling out the online feedback form. Product photos Printer ready version of photos Media enquiries FDA Media Relations 202-555-1234 Date modified: 2020-03-15","packaging defect","alcoholic beverages","leaking packaging","beer"
"2021","4","10","us","Craft Brewing Co. IPA Recall Due to Faulty Bottle Caps","Notification - Craft Brewing Co. IPA Recall Due to Faulty Bottle Caps From: U.S. Food and Drug Administration Recall date: April 10, 2021 Reason for recall: Packaging defect Hazard classification: Class 2 Company: Craft Brewing Co. Distribution: Nationwide Extent of the distribution: Retail, Online Reference number: 21-0410 Contents Affected products Brand Name Common Name Size UPC Code(s) on Product Craft Brewing Co. Hoppy Hour IPA 6 x 12 fl oz 0 123456 789101 None Public enquiries and media Public enquiries Toll-free: 1-888-723-3361 (U.S.) Email: info@craftbrewingco.com Media relations Telephone: 555-123-4567 Email: media@craftbrewingco.com Report a problem on this page Date modified: 2021-04-11 Problem The recall is due to faulty bottle caps that may not seal properly, leading to leakage and potential contamination. Food safety hazard This product may cause injury due to leaking and potential contamination. Country of origin United States What to do Consumers should not open or consume this product. Customers should safely dispose of the product and contact Craft Brewing Co. for a replacement or full refund. For further information please contact: Craft Brewing Co. Customer Service 1-888-723-3361 or info@craftbrewingco.com.","packaging defect","alcoholic beverages","faulty caps","beer"
"2022","3","5","us","Martha's Bakery recalls chocolate chip cookies due to mislabeled packaging","Martha's Bakery is recalling its chocolate chip cookies due to mislabeled packaging. The packaging incorrectly lists the product as nut-free, which may pose a risk to consumers with nut allergies. Product details: Martha's Bakery Chocolate Chip Cookies, Pack size 300g, Use by All dates between March 5 to March 20, 2022. The company is recalling the product and point of sale notices will be displayed in retail stores. Customers who have bought the product should return it to the store for a full refund. For more information, contact Martha's Bakery customer service at 1-800-123-4567.","packaging defect","confectionery","mislabeled packaging","cookies"
"2023","10","15","ca","Green Valley Farms—Canned Green Beans","PRA No. 2023/45678 Date published 15 October 2023 Product description Green Valley Farms Canned Green Beans Identifying features Batch code GVFB12345 What are the defects? Possible issues with the seal integrity of certain cans, which may lead to spoilage. What are the hazards? There is a risk of foodborne illness if the product is consumed. What should consumers do? Consumers are advised to check their cans for the batch code above and return the product to the place of purchase for a full refund. Supplier Green Valley Farms Traders who sold this product Various grocery stores nationwide Where the product was sold Nationally Recall advertisements and supporting documentation GreenValleyRecall.pdf (102.4 KB) Coordinating agency Canadian Food Inspection Agency is the coordinating agency for this recall. Product category Canned Goods × Green Valley Farms canned green beans Close","packaging defect","fruits and vegetables","packaging defect","green beans"
"2023","9","15","us","Nestlé recalls its Pure Life bottled water due to bottle defect","Nestlé is recalling its Pure Life bottled water in 1.5-liter sizes due to a manufacturing defect that may cause the bottles to crack or leak. The affected products were distributed in several states, including California, Nevada, and Arizona. The recall affects bottles with the lot codes 23A1F and 23A2F. While there have been no reports of injuries, Nestlé is taking this precautionary measure to ensure consumer safety. The product being recalled is: Product: Nestlé Pure Life Purified Water Pack size: 1.5 liters Lot codes: 23A1F, 23A2F. Nestlé is recalling the above product. Point-of-sale recall notices will be displayed in all retail stores selling this product. These notices explain to customers why the product is being recalled and tell them what to do if they have bought the product. If you have bought any of the above products, do not consume them. Instead, return them to the place of purchase for a full refund. For more information, contact Nestlé Consumer Services at 1-800-555-1234.","packaging defect","non-alcoholic beverages","leaking packaging","bottled water"
"2020","10","15","us","SipRight brand Sparkling Water recalled due to defective bottle caps","SipRight has issued a recall for its Sparkling Water due to reports of defective bottle caps that may cause injury. The affected products include all flavors of SipRight Sparkling Water in 1-liter bottles with best-by dates up to and including October 31, 2020. Consumers are advised to handle the bottles with care and return them to the place of purchase for a full refund. For more information, contact SipRight customer service at 1-800-999-7477. Ref: FDA-REC-2020-1015","packaging defect","non-alcoholic beverages","defective caps","sparkling water"
"2021","8","15","us","Fresh Breeze Beverages Recalls 2L Bottles of Lemon Soda Due to Cap Issues","Fresh Breeze Beverages is recalling its 2L bottles of Lemon Soda due to a manufacturing defect that may cause the bottle caps to crack or break upon opening. This issue could result in small plastic pieces falling into the beverage, posing a choking hazard. The affected products have the batch codes LS20210815 and LS20210816, with a best before date of August 2022. Consumers are advised to inspect the bottle caps carefully before opening. If any damage is noticed, the bottles should be handled with care, and the company should be contacted for a refund. For more information, consumers can call our hotline at 1-800-555-1234 or visit our website at www.freshbreezebeverages.com. This recall is being conducted in cooperation with the U.S. Food and Drug Administration. Reference Number: FDA-2021-N-3456. Subscribe to our newsletter for updates on product safety.","packaging defect","non-alcoholic beverages","packaging defect","lemon soda"
"2021","4","19","us","Kraft Heinz recalls Classic Cesar Dressing due to leaking bottles","Kraft Heinz is recalling its Classic Cesar Dressing due to a packaging issue that is causing the bottles to leak. This issue does not pose a health risk, but it may cause a mess and inconvenience to consumers. The affected product has a 'Best When Used By' date of OCT 08 2022 and a UPC code of 00041000148405. Consumers who have purchased the affected product can return it to the place of purchase for a full refund or exchange. For more information, consumers can contact Kraft Heinz at 1-800-573-4148. This recall is being conducted in cooperation with the U.S. Food and Drug Administration. The company apologizes for any inconvenience caused. Ref: KH/2021","packaging defect","soups, broths, sauces and condiments","leaking bottles","dressing"
