"year","month","day","country","title","text","hazard_category","product_category","hazard","product"
"2022","3","15","ge","Hearty Paws Berlin GmbH recalls selected batches of frozen raw pet food due to potential Salmonella contamination","Hearty Paws Berlin GmbH is recalling several batches of frozen raw pet food due to the potential presence of Salmonella. The affected products include Frozen Chicken Mince 1kg, Frozen Beef and Vegetable Mix 1kg, and Frozen Turkey and Beef 1.5kg. Batch codes for the recalled products are 1234, 1235, and 1236, with best before dates ranging from 30/04/2023 to 01/05/2023. Salmonella can cause illness in both humans and animals, with symptoms including fever, diarrhea, and abdominal cramps. Pet owners are advised to return the affected products to the store for a full refund and to follow strict hygiene practices when handling pet food. For more information, contact Hearty Paws Berlin GmbH at info@heartypaws.de.","biological","pet feed","salmonella","pet feed"
"2023","3","15","ca","Blue Mountain Pet Products Issues Recall of Chicken and Vegetable Dog Food Due to Potential Salmonella Contamination","Blue Mountain Pet Products is voluntarily recalling one lot of its Chicken and Vegetable Dog Food due to potential contamination with Salmonella. The affected product was distributed in Ontario and Quebec through various pet stores and online retailers. The recall was initiated after routine testing by the Canadian Food Inspection Agency revealed the presence of Salmonella in a sample of the product. No illnesses have been reported to date in connection with this product. Salmonella can affect both animals eating the products and humans handling the contaminated products, especially if they have not thoroughly washed their hands after having contact with the products or any surfaces exposed to these products. Consumers should monitor themselves and their pets for symptoms of Salmonella infection, which may include nausea, vomiting, diarrhea, abdominal cramping, and fever. Pets with Salmonella infections may exhibit symptoms such as lethargy, diarrhea, fever, and vomiting. Infected pets can also be carriers and spread the infection to other animals and humans. Consumers who have purchased the affected product should discontinue use and return it to the place of purchase for a full refund. The recalled product has the lot code #BMP230315 and a best-by date of 03/15/24. For more information, consumers can contact Blue Mountain Pet Products at (800) 555-1234 from 9AM to 5PM EST, Monday through Friday. This recall is being conducted with the knowledge of the Canadian Food Inspection Agency.","biological","pet feed","salmonella","pet feed"
"2023","9","15","us","Blue Sky Pet Supplies Recalls Chicken Jerky Treats for Possible Listeria Contamination","Blue Sky Pet Supplies is voluntarily recalling its 3 oz. packages of 'Chicken Jerky Bites' due to potential Listeria monocytogenes contamination. The contamination was discovered during routine testing by the Colorado Department of Agriculture. Although no illnesses have been reported, the company is taking precautionary measures to ensure consumer safety. Listeria monocytogenes can cause serious and sometimes fatal infections in young children, frail or elderly people, and others with weakened immune systems. Healthy individuals may suffer only short-term symptoms such as high fever, severe headache, stiffness, nausea, abdominal pain, and diarrhea. Listeria infection can also cause miscarriages and stillbirths among pregnant women. Pets with Listeria infections may display symptoms similar to those in humans. If your pet has consumed the recalled product and exhibits these symptoms, contact your veterinarian immediately. The affected products were distributed nationwide through various retail stores and online platforms. Consumers who have purchased the recalled 'Chicken Jerky Bites' should discontinue use immediately and return the product to the place of purchase for a full refund. For further information, customers can contact Blue Sky Pet Supplies at 1-888-555-1234, Monday through Friday, 9 a.m. to 5 p.m. EST, or visit www.blueskypetsupplies.com. This recall is being conducted in cooperation with the U.S. Food and Drug Administration.","biological","pet feed","listeria","pet feed"
"2023","10","12","ca","Purrfect Pet Nutrition Issues Voluntary Recall of Certain Cat Food Products Due to Potential Contamination","Purrfect Pet Nutrition is voluntarily recalling several varieties of its cat food products due to potential contamination with E. coli. The affected products were distributed throughout Canada and include the following: Purrfect Adult Chicken & Rice (3kg and 7kg), Purrfect Kitten Salmon (2kg), and Purrfect Senior Turkey & Barley (3kg). The products have best before dates ranging from October 2023 to March 2024. E. coli can cause illness in both animals and humans, with symptoms including diarrhea, vomiting, and abdominal cramps. Pets with E. coli infections may exhibit similar symptoms and can spread the bacteria to other animals and humans. Consumers who have purchased these products should discontinue use immediately and return them to the place of purchase for a full refund. For further information, contact Purrfect Pet Nutrition at 1-800-123-4567 or visit www.purrfectpetnutrition.com.","biological","pet feed","e. coli","pet feed"
"2022","7","25","ca","Purina Canada Issues Voluntary Recall of Select Beyond Dry Dog Food Due to Potential Salmonella Contamination","Purina Canada is voluntarily recalling select varieties of its Beyond Dry Dog Food due to potential Salmonella contamination. The affected products were distributed nationwide in Canada. Salmonella can affect animals eating the product and there is risk to humans from handling contaminated pet products, especially if they have not thoroughly washed their hands after having contact with the products or any surfaces exposed to these products. Healthy people infected with Salmonella should monitor themselves for symptoms such as nausea, vomiting, diarrhea or bloody diarrhea, abdominal cramping, and fever. Rarely, Salmonella can result in more serious ailments. Pets with Salmonella infections may be lethargic and have diarrhea or bloody diarrhea, fever, and vomiting. Some pets will have only decreased appetite, fever, and abdominal pain. Infected but otherwise healthy pets can be carriers and infect other animals or humans. If your pet has consumed the recalled product and has these symptoms, please contact your veterinarian. Consumers who have purchased these products should discard them or return them to the place of purchase for a full refund. For more information, contact Purina Canada at 1-800-555-1234.","biological","pet feed","salmonella","pet feed"
"2023","1","15","uk","Nature's Choice Recalls Dog Food Due to Salmonella Risk","On January 15, 2023, Nature's Choice announced a recall of its Premium Dog Food due to potential Salmonella contamination. The affected product was distributed in retail stores across the United Kingdom. Salmonella can cause illness in pets and there is a risk to humans from handling contaminated products. Symptoms in humans can include nausea, vomiting, diarrhea, abdominal cramps, and fever. Pets with Salmonella infections may experience lethargy, diarrhea, fever, and vomiting. Consumers who have purchased the recalled product should discontinue use and return it to the place of purchase for a full refund. The recalled product can be identified by the lot number #NCPD2301 on the bottom of the packaging. For questions or concerns, consumers can contact Nature's Choice customer service at 0800-123-4567 Monday through Friday, 9 am to 5 pm GMT. Nature's Choice is committed to the quality and safety of its products and regrets any inconvenience caused by this recall.","biological","pet feed","salmonella","pet feed"
"2023","8","22","ca","Barker’s Best Bites recalls pet treats due to salmonella contamination","Barker’s Best Bites is recalling several varieties of their pet treats because of potential salmonella contamination. Product details Barker’s Chicken Treats Pack size 250g Batch code 1234 Best before 15/10/2023 Barker’s Beef Treats Pack size 250g Batch code 1235 Best before 20/10/2023 Barker’s Salmon Treats Pack size 250g Batch code 1236 Best before 25/10/2023 Risk statement The products listed above may contain salmonella, a bacterium that can cause illness in both humans and animals. Symptoms in humans typically include fever, diarrhea, and abdominal cramps, while infected animals may exhibit signs such as diarrhea. Consumers handling these products are at risk of exposure to salmonella, either through direct contact or indirectly through contaminated surfaces. Action taken by the company Barker’s Best Bites is recalling the affected products from all retail outlets. Point of sale notices will be displayed in all stores that have sold these products, explaining the reason for the recall and advising customers on what to do if they have purchased the items. Our advice to consumers (pet owners): If you have bought any of the above products, do not use them. Instead, return them to the store from where they were purchased for a full refund. It is crucial to maintain good hygiene practices when handling pet treats, including washing hands thoroughly after contact. About product recalls and withdrawals If there is a problem with a food product that means it should not be sold, it might be 'withdrawn' (taken off the shelves) or 'recalled' (when customers are asked to return the product). The FSA issues Product Withdrawal Information Notices and Product Recall Information Notices to inform consumers and local authorities about issues related to food. In some cases, a 'Food Alert for Action' is issued, providing local authorities with specific actions to take on behalf of consumers. Ref: FSA-PRIN-42-2023","biological","pet feed","salmonella","pet feed"
"2023","5","20","ca","Nature's Best Pet Foods Recalls Chicken Treats Due to Potential Salmonella Contamination","Nature's Best Pet Foods is recalling its 12-ounce packages of Chicken Treats for Dogs due to potential contamination with Salmonella. The issue was identified during routine testing by the Canadian Food Inspection Agency (CFIA). Salmonella can affect animals eating the products and there is a risk to humans from handling contaminated pet products, especially if they have not thoroughly washed their hands after having contact with the products or any surfaces exposed to these products. Healthy people infected with Salmonella should monitor themselves for symptoms such as nausea, vomiting, diarrhea or bloody diarrhea, abdominal cramping, and fever. Rarely, Salmonella can result in more serious ailments. Consumers exhibiting these signs after having contact with these products should contact their healthcare providers. Pets with Salmonella infections may be lethargic and have diarrhea or bloody diarrhea, fever, and vomiting. Some pets will have only decreased appetite, fever, and abdominal pain. Infected but otherwise healthy pets can be carriers and infect other animals or humans. If your pet has consumed the recalled products and has these symptoms, please contact your veterinarian. No illnesses have been reported to date. The recalled products were distributed nationwide in Canada and have the following details: Product: Chicken Treats for Dogs, Size: 12-ounce packages, Batch Code: 23/05, UPC: 123456789012. Consumers who have purchased these products are urged to return them to the place of purchase for a full refund. For more information, consumers can contact Nature's Best Pet Foods at (800) 123-4567, Monday through Friday, 9:00 AM to 5:00 PM EST, or email info@naturesbestpetfoods.com.","biological","pet feed","salmonella","pet feed"
"2023","9","15","ca","Blue Mountain Pet Supplies Recalls Select Dog Food Due to Potential Salmonella Contamination","Blue Mountain Pet Supplies of Vancouver, BC, is voluntarily recalling specific lots of its Premium Dog Food due to potential contamination with Salmonella. The issue was discovered during routine testing by the Canadian Food Inspection Agency. The affected products were distributed in British Columbia and Alberta through retail stores and online sales. No illnesses have been reported to date. Salmonella can affect animals and there is a risk to humans from handling contaminated pet products. Symptoms in pets may include vomiting, diarrhea, decreased appetite, fever, and lethargy. Infected animals can spread the bacteria to other animals and humans. Humans may experience symptoms such as nausea, vomiting, diarrhea, abdominal cramping, and fever. In rare cases, more serious ailments can occur. Consumers who have purchased the recalled products should discontinue use and return them to the place of purchase for a full refund. For more information, consumers can contact Blue Mountain Pet Supplies at 1-800-555-1234, Monday through Friday, 9 a.m. – 5 p.m. PST, or visit www.bluemountainpetsupplies.com.","biological","pet feed","salmonella","pet feed"
"2023","10","15","uk","NutriPaws Recalls Dog Food Due to Salmonella Risk","October 15, 2023, NutriPaws Ltd of London, UK is recalling its 2kg bags of 'NutriPaws Premium Dog Food' due to potential Salmonella contamination. The affected products were distributed in pet stores across London, Birmingham, and Manchester. Salmonella can affect animals and pose a risk to humans handling the contaminated products. Symptoms in humans may include nausea, vomiting, diarrhea, abdominal cramping, and fever. In rare cases, more serious ailments can occur. Pets with Salmonella infections may exhibit lethargy, diarrhea, fever, and vomiting. Infected pets can also be carriers and infect other animals or humans. If your pet has consumed the recalled product and shows these symptoms, please contact your veterinarian. The recalled products have the lot number 'NP202310' printed on the back of the bag. Consumers who have purchased these products should discontinue use and return them to the place of purchase for a full refund. For further information, consumers can contact NutriPaws at 020-7946-0123 during business hours, Monday to Friday, 9 AM to 5 PM.","biological","pet feed","salmonella","pet feed"
"2020","3","15","us","Nutrena Recalls Certain Batches of NatureWise® Horse Feed Due to High Levels of Mycotoxins","Nutrena, a division of Cargill, is voluntarily recalling specific batches of NatureWise® horse feed due to the presence of elevated levels of mycotoxins, which can be harmful to horses. The affected products were manufactured between December 1, 2019, and January 31, 2020, and distributed in Colorado, Kansas, Nebraska, and Wyoming. Exposure to mycotoxins can lead to various health issues in horses, including reduced feed intake, weight loss, and liver damage. In severe cases, it may result in death. Nutrena has received a few reports of adverse health effects in horses, which are currently being investigated. The recall includes the following products: NatureWise® Maintenance Textured, NatureWise® Senior Textured, and NatureWise® Performance Textured. Consumers who have purchased the affected products should stop using them immediately and return them to the place of purchase for a full refund. For more information, contact Nutrena Customer Service at 1-800-555-1234, available Monday through Friday from 8 a.m. to 5 p.m. Central Time. This recall is being conducted in cooperation with the United States Food and Drug Administration.","chemical","pet feed","mycotoxins","pet feed"
"2023","5","15","us","BluePaw Naturals Issues Voluntary Recall of Select Dog Food Products Due to Possible Elevated Levels of Vitamin A","BluePaw Naturals, a leading manufacturer of premium dog food, is voluntarily recalling several lots of its BluePaw Naturals Adult Dog Food due to potentially elevated levels of Vitamin A. The recall affects products distributed nationwide between March 1, 2023, and May 15, 2023. Consumers are advised to stop feeding the affected products to their dogs immediately. Symptoms of Vitamin A toxicity in dogs may include lethargy, vomiting, diarrhea, and weight loss. Prolonged ingestion of high levels of Vitamin A can lead to serious health issues, including liver damage. Affected products include 15 lb and 30 lb bags with lot numbers QW45678 and QW45679, and best-by dates between September 2023 and November 2023. No illnesses have been reported to date, but BluePaw Naturals is taking this precautionary measure to ensure the safety of pets. Consumers can return the affected products to the place of purchase for a full refund. For more information, contact BluePaw Naturals at 1-800-555-1234 from Monday to Friday, 9 am to 5 pm EST.","chemical","pet feed","high content of vitamins","pet feed"
"2022","8","10","ca","Purina Issues Recall for Specific Cat Food Products Due to Elevated Levels of Melamine","Purina Canada has initiated a voluntary recall of certain cat food products due to the presence of melamine exceeding acceptable limits. The affected products were distributed in Ontario, Quebec, and British Columbia. Melamine contamination can lead to kidney failure and other health issues in cats. Affected products include: Purina ONE® Tender Selects Blend With Real Chicken Adult Dry Cat Food, 16 lb bag, Best Before Date: 12 APR 2023, Lot Code: AK2B24AC47; Purina Pro Plan SAVOR Adult Shredded Blend Chicken & Rice Formula, 16 lb bag, Best Before Date: 15 MAY 2023, Lot Code: AK2C24AC48. Consumers who have purchased these products should discontinue use immediately and contact Purina at 1-800-345-5678 for a full refund. No illnesses have been reported to date, but pet owners are advised to monitor their cats for any signs of illness and consult a veterinarian if necessary. Purina is working closely with regulatory authorities to ensure the safety of its products. For more information, visit www.purina.ca.","chemical","pet feed","Melamine","pet feed"
"2022","11","15","ca","Nature's Best Pet Food Recalls Select Canned Dog Food Due to High Levels of Zinc","TORONTO, ON, (NOVEMBER 15, 2022) - Nature's Best Pet Food is voluntarily recalling select lots of their canned dog food due to potentially elevated levels of zinc. The affected products were distributed nationwide in Canada.\n\nConsumers are advised to stop feeding the recalled products to their pets immediately.\n\nExcessive zinc intake can cause gastrointestinal upset, weakness, and anemia in animals. No illnesses have been reported to date, but the company has decided to issue a recall out of an abundance of caution.\n\nThe recalled products include:\n\nProduct Name: Nature's Best Chicken & Rice Dinner\nNet Weight: 13 oz. cans\nUPC: 6789012345\nBest By Date Range: 12/2023\n\nProduct Name: Nature's Best Beef & Vegetable Stew\nNet Weight: 13 oz. cans\nUPC: 6789012346\nBest By Date Range: 12/2023\n\nConsumers who have purchased the affected products should return them to the place of purchase for a full refund. For more information, consumers can contact Nature's Best Pet Food at 1-800-555-1234 from Monday through Friday, 9:00am-5:00pm, Eastern Time, or email info@naturesbestpetfood.com.\n\nThis recall is being conducted with the knowledge of the Canadian Food Inspection Agency (CFIA).","chemical","pet feed","high content of zinc","pet feed"
"2022","3","15","ca","NutriPet Industries Recalls Premium Dog Food Due to High Levels of Vitamin A","March 15, 2022, NutriPet Industries of Toronto, Ontario is recalling approximately 10,000 bags of Premium Dog Food due to potentially elevated levels of Vitamin A. Consumers are advised to stop feeding the affected products to their pets immediately. Pets consuming high levels of Vitamin A may exhibit symptoms such as lethargy, anorexia, weight loss, and in severe cases, bone deformities and fractures. While no illnesses have been reported, NutriPet is initiating this recall out of an abundance of caution. The affected products were distributed to pet stores across Canada. Products are packaged in 5kg and 10kg bags with lot numbers ranging from 20220101 to 20220315. A full list of affected products is provided below:\n\nProduct Name\n\nLot Number\n\nBest By Date\n\nPremium Adult Dog Food\n\n20220101\n\nBest By 01/2023\nPremium Puppy Dog Food\n\n20220215\n\nBest By 02/2023\nPremium Senior Dog Food\n\n20220315\n\nBest By 03/2023\nThe recall was initiated after routine testing revealed elevated levels of Vitamin A in the affected batches. NutriPet has identified the source of the issue and has implemented corrective actions to prevent future occurrences. This recall is being conducted with the knowledge of the Canadian Food Inspection Agency. Consumers who have purchased the affected products are urged to return them to the place of purchase for a full refund. For further information, consumers may contact NutriPet at 1-800-555-1234 from Monday to Friday, 9:00am-5:00pm EST, or email support@nutripet.ca.\n\n####","chemical","pet feed","high content of vitamins","pet feed"
"2022","5","10","ca","Purina Canada Recalls Certain Batches of Purina ONE Dog Food","Purina Canada is recalling specific batches of Purina ONE SmartBlend Dry Dog Food due to potentially elevated levels of Vitamin A. The affected products were sold in 16.5 lb and 33 lb bags. The recall includes the following batch codes: 21091PV1, 21101PV1, and 21111PV1, with best-before dates ranging from September 2022 to November 2022. High levels of Vitamin A can cause health issues in dogs, including lethargy, loss of appetite, vomiting, and in severe cases, liver damage. Purina Canada has initiated the recall after receiving a small number of consumer complaints. The products were distributed nationwide in Canada. Consumers who have purchased these products are urged to stop feeding them to their pets and contact Purina Canada at 1-800-555-1234 for a full refund. For more information, visit www.purina.ca/recall.","chemical","pet feed","high content of vitamin A","pet feed"
"2022","3","15","us","Blue Buffalo Recalls Limited Batches of Wilderness Trail Treats Due to Elevated Levels of Copper","WILTON, CT, (MARCH 15, 2022) - Blue Buffalo Company is voluntarily recalling limited batches of Wilderness Trail Treats due to the potential presence of elevated levels of copper. While no illnesses have been reported to date, Blue Buffalo is taking this precautionary measure to ensure the safety of pets.\n\nExcessive copper intake can lead to various health issues in dogs, including vomiting, abdominal pain, and in severe cases, liver damage. Consumers should discontinue feeding the affected products immediately and consult their veterinarian if their pets exhibit any adverse symptoms.\n\nThe recalled products were distributed nationwide in pet specialty and online retail stores. The specific batches affected are listed below:\n\nProduct Name\n\nNet Weight\n\nUPC\n\nBest By Date Range\n\nWilderness Trail Treats Chicken Biscuits\n8 oz. per bag\t840243111397\tBest By Date 12/2023\nWilderness Trail Treats Beef Biscuits\n8 oz. per bag\t840243111403\tBest By Date 12/2023\nConsumers who have purchased the affected products are urged to return them to the place of purchase for a full refund. For further information, consumers can contact Blue Buffalo Customer Service at 1-866-201-9072 from Monday through Friday, 8:00am-5:00pm, Eastern Time.\n\nThis recall is being conducted with the knowledge of the U.S. Food and Drug Administration. Blue Buffalo is committed to the safety and well-being of pets and regrets any inconvenience this may cause.","chemical","pet feed","high content of copper","pet feed"
"2023","3","10","ca","Purina Recalls Select Dog Food Due to Elevated Levels of Iron","Purina is recalling select batches of its dog food products due to potentially elevated levels of iron, which exceed the recommended daily intake for dogs. Affected products include Purina ONE SmartBlend Chicken & Rice Adult Formula Dry Dog Food and Purina Pro Plan SPORT Performance 30/20 Formula Dry Dog Food. Product details: Purina ONE SmartBlend Chicken & Rice Adult Formula Dry Dog Food Pack size 16.5lb Batch code 21091045K1 Best before 09/2024 Purina Pro Plan SPORT Performance 30/20 Formula Dry Dog Food Pack size 33lb Batch code 21091048K3 Best before 09/2024 Purina Pro Plan SPORT Performance 30/20 Formula Dry Dog Food Pack size 6lb Batch code 21091050K1 Best before 09/2024 Risk statement Elevated levels of iron can lead to health issues in dogs, including gastrointestinal upset, vomiting, and diarrhea. Prolonged consumption of high levels of iron can result in more severe health problems such as liver damage. Action taken by the company Purina has initiated a recall of the affected products and is working with retailers to remove these items from store shelves. Customers who have purchased the recalled products should stop feeding them to their pets and contact Purina for a full refund or replacement. For more information, consumers can contact Purina's customer service at 1-800-778-7462. Our advice to consumers If you have bought any of the above dog food products, please discontinue use and contact Purina for further instructions. If your pet exhibits any symptoms of illness after consuming the affected products, consult a veterinarian immediately. Ref: PUR-IRN-03-2023","chemical","pet feed","high content of iron","pet feed"
"2022","5","15","ca","BarkBuddy Foods Issues Voluntary Recall of Select Dog Food Products Due to Potentially High Levels of Zinc","TORONTO, ON, (MAY 15, 2022) - BarkBuddy Foods is voluntarily recalling specific lots of its BarkBuddy Classic and BarkBuddy Premium dog food products due to potentially elevated levels of zinc. High zinc levels can cause health issues in dogs, including vomiting, diarrhea, increased thirst, frequent urination, and loss of appetite. Prolonged exposure can lead to more serious health problems such as liver and kidney damage. No illnesses have been reported to date, but BarkBuddy Foods is taking precautionary measures to ensure the safety of pets. The affected products were distributed nationwide to pet stores and online retailers. A list of affected products is provided below: BarkBuddy Classic Adult Dog Food, 15 lb. bag, UPC 1234567890, Best By Date 122024; BarkBuddy Premium Puppy Food, 10 lb. bag, UPC 0987654321, Best By Date 112024. Consumers who have purchased these products should discontinue use and return them to the place of purchase for a full refund. For any questions, please contact BarkBuddy Foods at 1-888-555-1234 from Monday to Friday, 9:00am-5:00pm EST, or email info@barkbuddyfoods.com. BarkBuddy Foods is committed to the safety and well-being of pets and has implemented corrective actions to prevent future occurrences. This voluntary recall is being made with the knowledge of the Canadian Food Inspection Agency.","chemical","pet feed","high content of zinc","pet feed"
"2020","3","25","de","Purina Germany recalls specific dog food batches due to excessive iron content","Purina Germany has issued a recall for certain batches of its dog food due to potentially harmful levels of iron. The affected products include Purina Pro Plan Adult Large Breed Dry Dog Food and Purina Beneful Adult Dry Dog Food. The recall is a precautionary measure after internal testing revealed that some batches may contain elevated iron levels, which could cause health issues in dogs over prolonged periods. The recalled products are as follows: Purina Pro Plan Adult Large Breed Dry Dog Food, Pack size 14kg, Batch code 20103EXP01, Best before 10 March 2021; Purina Beneful Adult Dry Dog Food, Pack size 3kg, Batch code 20105EXP02, Best before 12 March 2021. Symptoms of iron toxicity in dogs may include vomiting, diarrhea, lethargy, and abdominal pain. Purina Germany has taken immediate action by removing the affected products from store shelves and is working closely with retailers to ensure the recall is effective. Customers who have purchased these products are advised to stop feeding them to their pets and contact Purina Customer Service at 0800 182 3456 for a full refund. For any concerns about their pet's health, customers should consult a veterinarian. Purina is committed to the safety and quality of its products and apologizes for any inconvenience caused.","chemical","pet feed","excessive iron content","pet feed"
"2023","9","20","ca","Nature's Best Recalls Granola Bars Due to Undeclared Allergens","TORONTO, September 20, 2023 – Nature's Best, a Toronto-based company, is recalling its Granola Bars due to the presence of undeclared peanuts. People who have an allergy to peanuts run the risk of serious or life-threatening allergic reactions if they consume these products.\n\nThe recalled products include 150g packages of Nature's Best Granola Bars with the Best Before dates of October 15, 2023, and October 22, 2023. These products were distributed to retail stores across Ontario and Quebec.\n\nThe issue was discovered during a routine quality check by the company. There have been no reported illnesses associated with the consumption of these products to date.\n\nConsumers who have purchased these products and have a peanut allergy are advised not to consume them. The products should be returned to the place of purchase for a full refund.\n\nFor more information, consumers can contact Nature's Best customer service at (416) 555-1234.","allergens","other food product / mixed","peanuts and products thereof","granola bars"
"2021","5","15","us","Blue Moon Foods recalls Chocolate Chip Cookies due to undeclared peanuts","Blue Moon Foods is recalling its Chocolate Chip Cookies because they may contain undeclared peanuts. People who have an allergy or severe sensitivity to peanuts run the risk of serious or life-threatening allergic reactions if they consume these products. The affected product was distributed nationwide in retail stores and through online sales. The recall was initiated after it was discovered that the product containing peanuts was distributed in packaging that did not reveal the presence of peanuts. No illnesses have been reported to date in connection with this problem. Consumers who have purchased Blue Moon Foods Chocolate Chip Cookies are urged to return them to the place of purchase for a full refund. Consumers with questions may contact the company at 1-800-555-1234.","allergens","other food product / mixed","peanuts","cookies"
"2021","6","15","ca","2021 - Organic Spices Inc. Recalls Organic Basil Due to Undeclared Sesame Seeds","FOR IMMEDIATE RELEASE - June 15, 2021 - Organic Spices Inc. is recalling its Organic Basil product due to the undeclared presence of sesame seeds. People who have an allergy or severe sensitivity to sesame seeds run the risk of a serious or life-threatening allergic reaction if they consume this product. The recall was initiated after it was discovered that the product packaging did not list sesame seeds as an ingredient. No illnesses have been reported to date. The Canadian Food Inspection Agency (CFIA) has been notified of this recall. The affected product is Organic Basil, packaged in a 50g plastic pouch with the UPC code 12345-67890 and a best before date of December 2022. Consumers who have an allergy to sesame seeds should not consume this product and return it to the place of purchase for a full refund. For more information, consumers can contact Organic Spices Inc. at 1-800-123-4567 between 9 a.m. and 5 p.m. Eastern Time. This recall does not affect any other Organic Spices Inc. products.","allergens","other food product / mixed","sesame seeds and products thereof","organic basil"
"2021","3","15","ca","Maple Leaf Foods Recalls Chicken Burgers Due to Undeclared Soy","Maple Leaf Foods is recalling its Chicken Burgers from the marketplace because they may contain soy which is not declared on the label. People with an allergy to soy should not consume the recalled product as it may cause a serious or life-threatening allergic reaction. The recalled product has been sold in Ontario and Quebec. Recalled products should be thrown out or returned to the store where they were purchased. This recall was triggered by the company's own testing. The Canadian Food Inspection Agency (CFIA) is conducting a food safety investigation, which may lead to the recall of other products. If other high-risk products are recalled, the CFIA will notify the public through updated Food Recall Warnings. The CFIA is verifying that industry is removing the recalled product from the marketplace.","allergens","other food product / mixed","soybeans and products thereof","poultry products"
"2018","3","15","us","Nutty Delights brand Granola Bars recalled due to undeclared soy","Nutty Delights is recalling its Granola Bars from the marketplace because they contain soy, which is not declared on the label. People with an allergy to soy should not consume the recalled product described below. Recalled products Brand Name Common Name Size Code(s) on Product UPC Nutty Delights Granola Bars 60 g All codes where soy is not declared 7 89234 56789 0 What you should do Check to see if you have recalled products in your home. Recalled products should be thrown out or returned to the store where they were purchased. If you have an allergy to soy, do not consume the recalled product as it may cause a serious or life-threatening reaction. For more information, consumers and industry can contact Nutty Delights at (555) 123-4567.","allergens","other food product / mixed","soy and products thereof","granola bars"
"2017","8","15","us","Blueberry Hill Farms Recalls Frozen Blueberries Due to Undeclared Milk","Blueberry Hill Farms is voluntarily recalling its 16 oz. packages of Frozen Blueberries because they may contain undeclared milk. People who have an allergy or severe sensitivity to milk run the risk of a serious or life-threatening allergic reaction if they consume these products. The product was distributed nationwide in retail stores. The recall was initiated after it was discovered that the milk-containing product was distributed in packaging that did not reveal the presence of milk. No illnesses have been reported to date in connection with this problem. The product comes in a 16 oz. clear plastic package marked with lot #2467 on the side label with UPC 0-15905-00416-9. Consumers who have purchased 16 oz. packages of Frozen Blueberries are urged to return them to the place of purchase for a full refund. Consumers with questions may contact the company at 1-800-555-1234.","allergens","other food product / mixed","milk and products thereof","frozen blueberries"
"2021","3","15","us","Undeclared Milk in Chocolate Chip Cookies","Food Recall Alert: Undeclared Milk in Chocolate Chip Cookies Recall date: March 15, 2021 Reason for recall: Allergen - Milk Hazard classification: Class 2 Company / Firm: Sweet Treats Inc. Distribution: Nationwide Extent of the distribution: Retail Reference number: 34567 Contents Recall details Sweet Treats Inc. is recalling its Chocolate Chip Cookies due to undeclared milk. People who have an allergy or severe sensitivity to milk run the risk of serious or life-threatening allergic reaction if they consume these products. Recalled products Brand Name Common Name Size Code(s) on Product UPC Sweet Treats Chocolate Chip Cookies 12 oz All codes where milk is not declared on the label 7 12345 67890 What you should do Consumers who have purchased the recalled Chocolate Chip Cookies are urged to return them to the place of purchase for a full refund. Consumers with questions may contact the company at 1-800-555-1234. Background This recall was initiated after it was discovered that milk-containing products were distributed in packaging that did not reveal the presence of milk. Subsequent investigation indicates the problem was caused by a temporary breakdown in the company's production and packaging processes. Production of the product has been suspended until the FDA and the company are certain that the problem has been corrected. Consumers who have purchased 12 oz packages of Sweet Treats Chocolate Chip Cookies are urged to return them to the place of purchase for a full refund. Consumers with questions may contact the company at 1-800-555-1234.","allergens","other food product / mixed","milk and products thereof","chocolate chip cookies"
"2020","8","14","ca","Nature's Basket Recalls Granola Bars Due to Undeclared Allergens","OTTAWA, August 14, 2020 – Nature's Basket is voluntarily recalling its line of granola bars due to the presence of undeclared allergens, specifically soy and peanuts. The affected products were distributed nationwide in Canada and may pose a risk to individuals with soy or peanut allergies.\n\nThe recalled products include:\n\nNature's Basket Classic Granola Bars Pack size: 200g Best Before Dates: SEP 15 2020, OCT 20 2020\nNature's Basket Chocolate Chip Granola Bars Pack size: 200g Best Before Dates: SEP 15 2020, OCT 20 2020\n\nThe issue was identified during a routine quality check when it was discovered that certain batches of the granola bars were erroneously packaged with products containing soy and peanuts. The labels did not reflect these allergens, posing a potential health risk.\n\nConsumers who have purchased the affected products are advised to return them to the place of purchase for a full refund. Those with allergies to soy or peanuts should avoid consuming these products. Nature's Basket is committed to the safety of its customers and has initiated this recall as a precautionary measure.\n\nFor further information, consumers can contact Nature's Basket customer service at 1-800-555-1234, available Monday through Friday from 9 a.m. to 5 p.m. EST.\n\nNo illnesses have been reported in connection with this recall to date. The company is working closely with the Canadian Food Inspection Agency (CFIA) to ensure that the affected products are removed from store shelves and distribution channels.","allergens","other food product / mixed","soy and products thereof","granola bar"
"2017","11","15","us","Undeclared Milk in Vegan Cheese Substitute","The Vegan Cheese Company is recalling its Vegan Cheese Substitute due to the undeclared presence of milk, which can cause severe allergic reactions in people with milk allergies. The affected products include Vegan Cheese Substitute with the best before dates of November 15, 2017, to December 15, 2017. Consumers who have purchased these products are advised to return them to the place of purchase for a full refund. The recall is coordinated by the Food and Drug Administration.","allergens","other food product / mixed","milk","vegan cheese substitute"
